Academic Year_EN,Semester_En,College_EN,Degree_EN,Nationality_EN,Gender_EN,Total
2018-2019,Fall 2018,Business & Economics,Bachelor ,National,Female,"1,327"
2018-2019,Fall 2018,Business & Economics,Bachelor ,National,Male,305
2018-2019,Fall 2018,Business & Economics,Bachelor ,Non-national,Female,125
2018-2019,Fall 2018,Business & Economics,Bachelor ,Non-national,Male,125
2018-2019,Fall 2018,Education,Bachelor ,National,Female,611
2018-2019,Fall 2018,Education,Bachelor ,National,Male,3
2018-2019,Fall 2018,Education,Bachelor ,Non-national,Female,56
2018-2019,Fall 2018,Education,Bachelor ,Non-national,Male,2
2018-2019,Fall 2018,Engineering,Bachelor ,National,Female,"1,773"
2018-2019,Fall 2018,Engineering,Bachelor ,National,Male,609
2018-2019,Fall 2018,Engineering,Bachelor ,Non-national,Female,162
2018-2019,Fall 2018,Engineering,Bachelor ,Non-national,Male,160
2018-2019,Fall 2018,Agriculture & Veterinary Med.,Bachelor ,National,Female,587
2018-2019,Fall 2018,Agriculture & Veterinary Med.,Bachelor ,National,Male,36
2018-2019,Fall 2018,Agriculture & Veterinary Med.,Bachelor ,Non-national,Female,72
2018-2019,Fall 2018,Agriculture & Veterinary Med.,Bachelor ,Non-national,Male,13
2018-2019,Fall 2018,Humanities & Social Sciences,Bachelor ,National,Female,"3,224"
2018-2019,Fall 2018,Humanities & Social Sciences,Bachelor ,National,Male,270
2018-2019,Fall 2018,Humanities & Social Sciences,Bachelor ,Non-national,Female,232
2018-2019,Fall 2018,Humanities & Social Sciences,Bachelor ,Non-national,Male,71
2018-2019,Fall 2018,Information Technology,Bachelor ,National,Female,853
2018-2019,Fall 2018,Information Technology,Bachelor ,National,Male,314
2018-2019,Fall 2018,Information Technology,Bachelor ,Non-national,Female,28
2018-2019,Fall 2018,Information Technology,Bachelor ,Non-national,Male,34
2018-2019,Fall 2018,Law,Bachelor ,National,Female,655
2018-2019,Fall 2018,Law,Bachelor ,National,Male,186
2018-2019,Fall 2018,Law,Bachelor ,Non-national,Female,61
2018-2019,Fall 2018,Law,Bachelor ,Non-national,Male,34
2018-2019,Fall 2018,Medicine & Health Sciences,Bachelor ,National,Female,403
2018-2019,Fall 2018,Medicine & Health Sciences,Bachelor ,National,Male,112
2018-2019,Fall 2018,Medicine & Health Sciences,Bachelor ,Non-national,Female,15
2018-2019,Fall 2018,Medicine & Health Sciences,Bachelor ,Non-national,Male,15
2018-2019,Fall 2018,Science,Bachelor ,National,Female,955
2018-2019,Fall 2018,Science,Bachelor ,National,Male,85
2018-2019,Fall 2018,Science,Bachelor ,Non-national,Female,215
2018-2019,Fall 2018,Science,Bachelor ,Non-national,Male,84
2018-2019,Spring 2019,Business & Economics,Bachelor ,National,Female,"1,178"
2018-2019,Spring 2019,Business & Economics,Bachelor ,National,Male,298
2018-2019,Spring 2019,Business & Economics,Bachelor ,Non-national,Female,111
2018-2019,Spring 2019,Business & Economics,Bachelor ,Non-national,Male,97
2018-2019,Spring 2019,Education,Bachelor ,National,Female,640
2018-2019,Spring 2019,Education,Bachelor ,National,Male,4
2018-2019,Spring 2019,Education,Bachelor ,Non-national,Female,53
2018-2019,Spring 2019,Education,Bachelor ,Non-national,Male,1
2018-2019,Spring 2019,Engineering,Bachelor ,National,Female,"1,585"
2018-2019,Spring 2019,Engineering,Bachelor ,National,Male,677
2018-2019,Spring 2019,Engineering,Bachelor ,Non-national,Female,138
2018-2019,Spring 2019,Engineering,Bachelor ,Non-national,Male,153
2018-2019,Spring 2019,Agriculture & Veterinary Med.,Bachelor ,National,Female,537
2018-2019,Spring 2019,Agriculture & Veterinary Med.,Bachelor ,National,Male,33
2018-2019,Spring 2019,Agriculture & Veterinary Med.,Bachelor ,Non-national,Female,66
2018-2019,Spring 2019,Agriculture & Veterinary Med.,Bachelor ,Non-national,Male,18
2018-2019,Spring 2019,Humanities & Social Sciences,Bachelor ,National,Female,"2,969"
2018-2019,Spring 2019,Humanities & Social Sciences,Bachelor ,National,Male,282
2018-2019,Spring 2019,Humanities & Social Sciences,Bachelor ,Non-national,Female,193
2018-2019,Spring 2019,Humanities & Social Sciences,Bachelor ,Non-national,Male,59
2018-2019,Spring 2019,Information Technology,Bachelor ,National,Female,785
2018-2019,Spring 2019,Information Technology,Bachelor ,National,Male,338
2018-2019,Spring 2019,Information Technology,Bachelor ,Non-national,Female,24
2018-2019,Spring 2019,Information Technology,Bachelor ,Non-national,Male,36
2018-2019,Spring 2019,Law,Bachelor ,National,Female,594
2018-2019,Spring 2019,Law,Bachelor ,National,Male,165
2018-2019,Spring 2019,Law,Bachelor ,Non-national,Female,53
2018-2019,Spring 2019,Law,Bachelor ,Non-national,Male,24
2018-2019,Spring 2019,Medicine & Health Sciences,Bachelor ,National,Female,394
2018-2019,Spring 2019,Medicine & Health Sciences,Bachelor ,National,Male,102
2018-2019,Spring 2019,Medicine & Health Sciences,Bachelor ,Non-national,Female,15
2018-2019,Spring 2019,Medicine & Health Sciences,Bachelor ,Non-national,Male,15
2018-2019,Spring 2019,Science,Bachelor ,National,Female,909
2018-2019,Spring 2019,Science,Bachelor ,National,Male,74
2018-2019,Spring 2019,Science,Bachelor ,Non-national,Female,198
2018-2019,Spring 2019,Science,Bachelor ,Non-national,Male,69
2019-2020,Fall 2019,Business & Economics,Bachelor ,National,Female,"1,089"
2019-2020,Fall 2019,Business & Economics,Bachelor ,National,Male,268
2019-2020,Fall 2019,Business & Economics,Bachelor ,Non-national,Female,97
2019-2020,Fall 2019,Business & Economics,Bachelor ,Non-national,Male,96
2019-2020,Fall 2019,Education,Bachelor ,National,Female,559
2019-2020,Fall 2019,Education,Bachelor ,National,Male,3
2019-2020,Fall 2019,Education,Bachelor ,Non-national,Female,46
2019-2020,Fall 2019,Education,Bachelor ,Non-national,Male,1
2019-2020,Fall 2019,Engineering,Bachelor ,National,Female,"1,490"
2019-2020,Fall 2019,Engineering,Bachelor ,National,Male,620
2019-2020,Fall 2019,Engineering,Bachelor ,Non-national,Female,135
2019-2020,Fall 2019,Engineering,Bachelor ,Non-national,Male,173
2019-2020,Fall 2019,Agriculture & Veterinary Med.,Bachelor ,National,Female,462
2019-2020,Fall 2019,Agriculture & Veterinary Med.,Bachelor ,National,Male,27
2019-2020,Fall 2019,Agriculture & Veterinary Med.,Bachelor ,Non-national,Female,69
2019-2020,Fall 2019,Agriculture & Veterinary Med.,Bachelor ,Non-national,Male,17
2019-2020,Fall 2019,Humanities & Social Sciences,Bachelor ,National,Female,"2,623"
2019-2020,Fall 2019,Humanities & Social Sciences,Bachelor ,National,Male,282
2019-2020,Fall 2019,Humanities & Social Sciences,Bachelor ,Non-national,Female,183
2019-2020,Fall 2019,Humanities & Social Sciences,Bachelor ,Non-national,Male,52
2019-2020,Fall 2019,Information Technology,Bachelor ,National,Female,643
2019-2020,Fall 2019,Information Technology,Bachelor ,National,Male,302
2019-2020,Fall 2019,Information Technology,Bachelor ,Non-national,Female,20
2019-2020,Fall 2019,Information Technology,Bachelor ,Non-national,Male,29
2019-2020,Fall 2019,Law,Bachelor ,National,Female,481
2019-2020,Fall 2019,Law,Bachelor ,National,Male,132
2019-2020,Fall 2019,Law,Bachelor ,Non-national,Female,41
2019-2020,Fall 2019,Law,Bachelor ,Non-national,Male,20
2019-2020,Fall 2019,Medicine & Health Sciences,Bachelor ,National,Female,386
2019-2020,Fall 2019,Medicine & Health Sciences,Bachelor ,National,Male,114
2019-2020,Fall 2019,Medicine & Health Sciences,Bachelor ,Non-national,Female,15
2019-2020,Fall 2019,Medicine & Health Sciences,Bachelor ,Non-national,Male,13
2019-2020,Fall 2019,Science,Bachelor ,National,Female,"1,100"
2019-2020,Fall 2019,Science,Bachelor ,National,Male,92
2019-2020,Fall 2019,Science,Bachelor ,Non-national,Female,200
2019-2020,Fall 2019,Science,Bachelor ,Non-national,Male,67
2019-2020,Spring 2020,Business & Economics,Bachelor ,National,Female,997
2019-2020,Spring 2020,Business & Economics,Bachelor ,National,Male,280
2019-2020,Spring 2020,Business & Economics,Bachelor ,Non-national,Female,87
2019-2020,Spring 2020,Business & Economics,Bachelor ,Non-national,Male,98
2019-2020,Spring 2020,Education,Bachelor ,National,Female,545
2019-2020,Spring 2020,Education,Bachelor ,National,Male,7
2019-2020,Spring 2020,Education,Bachelor ,Non-national,Female,48
2019-2020,Spring 2020,Engineering,Bachelor ,National,Female,"1,320"
2019-2020,Spring 2020,Engineering,Bachelor ,National,Male,619
2019-2020,Spring 2020,Engineering,Bachelor ,Non-national,Female,119
2019-2020,Spring 2020,Engineering,Bachelor ,Non-national,Male,167
2019-2020,Spring 2020,Agriculture & Veterinary Med.,Bachelor ,National,Female,433
2019-2020,Spring 2020,Agriculture & Veterinary Med.,Bachelor ,National,Male,33
2019-2020,Spring 2020,Agriculture & Veterinary Med.,Bachelor ,Non-national,Female,72
2019-2020,Spring 2020,Agriculture & Veterinary Med.,Bachelor ,Non-national,Male,16
2019-2020,Spring 2020,Humanities & Social Sciences,Bachelor ,National,Female,"2,425"
2019-2020,Spring 2020,Humanities & Social Sciences,Bachelor ,National,Male,324
2019-2020,Spring 2020,Humanities & Social Sciences,Bachelor ,Non-national,Female,152
2019-2020,Spring 2020,Humanities & Social Sciences,Bachelor ,Non-national,Male,51
2019-2020,Spring 2020,Information Technology,Bachelor ,National,Female,608
2019-2020,Spring 2020,Information Technology,Bachelor ,National,Male,409
2019-2020,Spring 2020,Information Technology,Bachelor ,Non-national,Female,25
2019-2020,Spring 2020,Information Technology,Bachelor ,Non-national,Male,29
2019-2020,Spring 2020,Law,Bachelor ,National,Female,459
2019-2020,Spring 2020,Law,Bachelor ,National,Male,149
2019-2020,Spring 2020,Law,Bachelor ,Non-national,Female,43
2019-2020,Spring 2020,Law,Bachelor ,Non-national,Male,22
2019-2020,Spring 2020,Medicine & Health Sciences,Bachelor ,National,Female,385
2019-2020,Spring 2020,Medicine & Health Sciences,Bachelor ,National,Male,111
2019-2020,Spring 2020,Medicine & Health Sciences,Bachelor ,Non-national,Female,15
2019-2020,Spring 2020,Medicine & Health Sciences,Bachelor ,Non-national,Male,13
2019-2020,Spring 2020,Science,Bachelor ,National,Female,"1,040"
2019-2020,Spring 2020,Science,Bachelor ,National,Male,149
2019-2020,Spring 2020,Science,Bachelor ,Non-national,Female,223
2019-2020,Spring 2020,Science,Bachelor ,Non-national,Male,80
2020-2021,Fall 2020,Business & Economics,Bachelor ,National,Female,"1,149"
2020-2021,Fall 2020,Business & Economics,Bachelor ,National,Male,288
2020-2021,Fall 2020,Business & Economics,Bachelor ,Non-national,Female,80
2020-2021,Fall 2020,Business & Economics,Bachelor ,Non-national,Male,94
2020-2021,Fall 2020,Education,Bachelor ,National,Female,570
2020-2021,Fall 2020,Education,Bachelor ,National,Male,7
2020-2021,Fall 2020,Education,Bachelor ,Non-national,Female,46
2020-2021,Fall 2020,Education,Bachelor ,Non-national,Male,1
2020-2021,Fall 2020,Engineering,Bachelor ,National,Female,"1,535"
2020-2021,Fall 2020,Engineering,Bachelor ,National,Male,714
2020-2021,Fall 2020,Engineering,Bachelor ,Non-national,Female,153
2020-2021,Fall 2020,Engineering,Bachelor ,Non-national,Male,193
2020-2021,Fall 2020,Agriculture & Veterinary Med.,Bachelor ,National,Female,511
2020-2021,Fall 2020,Agriculture & Veterinary Med.,Bachelor ,National,Male,30
2020-2021,Fall 2020,Agriculture & Veterinary Med.,Bachelor ,Non-national,Female,82
2020-2021,Fall 2020,Agriculture & Veterinary Med.,Bachelor ,Non-national,Male,15
2020-2021,Fall 2020,Humanities & Social Sciences,Bachelor ,National,Female,"2,605"
2020-2021,Fall 2020,Humanities & Social Sciences,Bachelor ,National,Male,344
2020-2021,Fall 2020,Humanities & Social Sciences,Bachelor ,Non-national,Female,151
2020-2021,Fall 2020,Humanities & Social Sciences,Bachelor ,Non-national,Male,44
2020-2021,Fall 2020,Information Technology,Bachelor ,National,Female,858
2020-2021,Fall 2020,Information Technology,Bachelor ,National,Male,445
2020-2021,Fall 2020,Information Technology,Bachelor ,Non-national,Female,37
2020-2021,Fall 2020,Information Technology,Bachelor ,Non-national,Male,54
2020-2021,Fall 2020,Law,Bachelor ,National,Female,483
2020-2021,Fall 2020,Law,Bachelor ,National,Male,130
2020-2021,Fall 2020,Law,Bachelor ,Non-national,Female,42
2020-2021,Fall 2020,Law,Bachelor ,Non-national,Male,20
2020-2021,Fall 2020,Medicine & Health Sciences,Bachelor ,National,Female,448
2020-2021,Fall 2020,Medicine & Health Sciences,Bachelor ,National,Male,138
2020-2021,Fall 2020,Medicine & Health Sciences,Bachelor ,Non-national,Female,15
2020-2021,Fall 2020,Medicine & Health Sciences,Bachelor ,Non-national,Male,11
2020-2021,Fall 2020,Science,Bachelor ,National,Female,"1,240"
2020-2021,Fall 2020,Science,Bachelor ,National,Male,152
2020-2021,Fall 2020,Science,Bachelor ,Non-national,Female,241
2020-2021,Fall 2020,Science,Bachelor ,Non-national,Male,72
2020-2021,Spring 2021,Business & Economics,Bachelor ,National,Female,"1,053"
2020-2021,Spring 2021,Business & Economics,Bachelor ,National,Male,320
2020-2021,Spring 2021,Business & Economics,Bachelor ,Non-national,Female,80
2020-2021,Spring 2021,Business & Economics,Bachelor ,Non-national,Male,90
2020-2021,Spring 2021,Education,Bachelor ,National,Female,511
2020-2021,Spring 2021,Education,Bachelor ,National,Male,25
2020-2021,Spring 2021,Education,Bachelor ,Non-national,Female,35
2020-2021,Spring 2021,Education,Bachelor ,Non-national,Male,1
2020-2021,Spring 2021,Engineering,Bachelor ,National,Female,"1,552"
2020-2021,Spring 2021,Engineering,Bachelor ,National,Male,888
2020-2021,Spring 2021,Engineering,Bachelor ,Non-national,Female,132
2020-2021,Spring 2021,Engineering,Bachelor ,Non-national,Male,193
2020-2021,Spring 2021,Agriculture & Veterinary Med.,Bachelor ,National,Female,356
2020-2021,Spring 2021,Agriculture & Veterinary Med.,Bachelor ,National,Male,33
2020-2021,Spring 2021,Agriculture & Veterinary Med.,Bachelor ,Non-national,Female,43
2020-2021,Spring 2021,Agriculture & Veterinary Med.,Bachelor ,Non-national,Male,17
2020-2021,Spring 2021,Humanities & Social Sciences,Bachelor ,National,Female,"2,400"
2020-2021,Spring 2021,Humanities & Social Sciences,Bachelor ,National,Male,373
2020-2021,Spring 2021,Humanities & Social Sciences,Bachelor ,Non-national,Female,133
2020-2021,Spring 2021,Humanities & Social Sciences,Bachelor ,Non-national,Male,40
2020-2021,Spring 2021,Information Technology,Bachelor ,National,Female,864
2020-2021,Spring 2021,Information Technology,Bachelor ,National,Male,544
2020-2021,Spring 2021,Information Technology,Bachelor ,Non-national,Female,39
2020-2021,Spring 2021,Information Technology,Bachelor ,Non-national,Male,55
2020-2021,Spring 2021,Law,Bachelor ,National,Female,472
2020-2021,Spring 2021,Law,Bachelor ,National,Male,148
2020-2021,Spring 2021,Law,Bachelor ,Non-national,Female,46
2020-2021,Spring 2021,Law,Bachelor ,Non-national,Male,20
2020-2021,Spring 2021,Medicine & Health Sciences,Bachelor ,National,Female,533
2020-2021,Spring 2021,Medicine & Health Sciences,Bachelor ,National,Male,131
2020-2021,Spring 2021,Medicine & Health Sciences,Bachelor ,Non-national,Female,51
2020-2021,Spring 2021,Medicine & Health Sciences,Bachelor ,Non-national,Male,11
2020-2021,Spring 2021,Science,Bachelor ,National,Female,"1,226"
2020-2021,Spring 2021,Science,Bachelor ,National,Male,175
2020-2021,Spring 2021,Science,Bachelor ,Non-national,Female,249
2020-2021,Spring 2021,Science,Bachelor ,Non-national,Male,68
2021-2022,Fall 2021,Business & Economics,Bachelor ,National,Female,"1,014"
2021-2022,Fall 2021,Business & Economics,Bachelor ,National,Male,310
2021-2022,Fall 2021,Business & Economics,Bachelor ,Non-national,Female,74
2021-2022,Fall 2021,Business & Economics,Bachelor ,Non-national,Male,84
2021-2022,Fall 2021,Education,Bachelor ,National,Female,454
2021-2022,Fall 2021,Education,Bachelor ,National,Male,7
2021-2022,Fall 2021,Education,Bachelor ,Non-national,Female,29
2021-2022,Fall 2021,Education,Bachelor ,Non-national,Male,1
2021-2022,Fall 2021,Engineering,Bachelor ,National,Female,"1,656"
2021-2022,Fall 2021,Engineering,Bachelor ,National,Male,870
2021-2022,Fall 2021,Engineering,Bachelor ,Non-national,Female,142
2021-2022,Fall 2021,Engineering,Bachelor ,Non-national,Male,192
2021-2022,Fall 2021,Agriculture & Veterinary Med.,Bachelor ,National,Female,385
2021-2022,Fall 2021,Agriculture & Veterinary Med.,Bachelor ,National,Male,30
2021-2022,Fall 2021,Agriculture & Veterinary Med.,Bachelor ,Non-national,Female,39
2021-2022,Fall 2021,Agriculture & Veterinary Med.,Bachelor ,Non-national,Male,17
2021-2022,Fall 2021,Humanities & Social Sciences,Bachelor ,National,Female,"2,268"
2021-2022,Fall 2021,Humanities & Social Sciences,Bachelor ,National,Male,353
2021-2022,Fall 2021,Humanities & Social Sciences,Bachelor ,Non-national,Female,132
2021-2022,Fall 2021,Humanities & Social Sciences,Bachelor ,Non-national,Male,42
2021-2022,Fall 2021,Information Technology,Bachelor ,National,Female,976
2021-2022,Fall 2021,Information Technology,Bachelor ,National,Male,519
2021-2022,Fall 2021,Information Technology,Bachelor ,Non-national,Female,49
2021-2022,Fall 2021,Information Technology,Bachelor ,Non-national,Male,78
2021-2022,Fall 2021,Law,Bachelor ,National,Female,428
2021-2022,Fall 2021,Law,Bachelor ,National,Male,135
2021-2022,Fall 2021,Law,Bachelor ,Non-national,Female,37
2021-2022,Fall 2021,Law,Bachelor ,Non-national,Male,12
2021-2022,Fall 2021,Medicine & Health Sciences,Bachelor ,National,Female,610
2021-2022,Fall 2021,Medicine & Health Sciences,Bachelor ,National,Male,155
2021-2022,Fall 2021,Medicine & Health Sciences,Bachelor ,Non-national,Female,71
2021-2022,Fall 2021,Medicine & Health Sciences,Bachelor ,Non-national,Male,11
2021-2022,Fall 2021,Science,Bachelor ,National,Female,"1,274"
2021-2022,Fall 2021,Science,Bachelor ,National,Male,123
2021-2022,Fall 2021,Science,Bachelor ,Non-national,Female,239
2021-2022,Fall 2021,Science,Bachelor ,Non-national,Male,62
2021-2022,Spring 2022,Agriculture & Veterinary Med.,Bachelor ,National,Female,17
2021-2022,Spring 2022,Agriculture & Veterinary Med.,Bachelor ,National,Male,4
2021-2022,Spring 2022,Agriculture & Veterinary Med.,Bachelor ,Non-national,Female,11
2021-2022,Spring 2022,Business & Economics,Bachelor ,National,Female,986
2021-2022,Spring 2022,Business & Economics,Bachelor ,National,Male,307
2021-2022,Spring 2022,Business & Economics,Bachelor ,Non-national,Female,68
2021-2022,Spring 2022,Business & Economics,Bachelor ,Non-national,Male,78
2021-2022,Spring 2022,Education,Bachelor ,National,Female,395
2021-2022,Spring 2022,Education,Bachelor ,National,Male,11
2021-2022,Spring 2022,Education,Bachelor ,Non-national,Female,27
2021-2022,Spring 2022,Education,Bachelor ,Non-national,Male,1
2021-2022,Spring 2022,Engineering,Bachelor ,National,Female,"1,635"
2021-2022,Spring 2022,Engineering,Bachelor ,National,Male,"1,078"
2021-2022,Spring 2022,Engineering,Bachelor ,Non-national,Female,149
2021-2022,Spring 2022,Engineering,Bachelor ,Non-national,Male,191
2021-2022,Spring 2022,Agriculture & Veterinary Med.,Bachelor ,National,Female,327
2021-2022,Spring 2022,Agriculture & Veterinary Med.,Bachelor ,National,Male,30
2021-2022,Spring 2022,Agriculture & Veterinary Med.,Bachelor ,Non-national,Female,32
2021-2022,Spring 2022,Agriculture & Veterinary Med.,Bachelor ,Non-national,Male,16
2021-2022,Spring 2022,Humanities & Social Sciences,Bachelor ,National,Female,"2,116"
2021-2022,Spring 2022,Humanities & Social Sciences,Bachelor ,National,Male,345
2021-2022,Spring 2022,Humanities & Social Sciences,Bachelor ,Non-national,Female,116
2021-2022,Spring 2022,Humanities & Social Sciences,Bachelor ,Non-national,Male,40
2021-2022,Spring 2022,Information Technology,Bachelor ,National,Female,969
2021-2022,Spring 2022,Information Technology,Bachelor ,National,Male,653
2021-2022,Spring 2022,Information Technology,Bachelor ,Non-national,Female,52
2021-2022,Spring 2022,Information Technology,Bachelor ,Non-national,Male,91
2021-2022,Spring 2022,Law,Bachelor ,National,Female,405
2021-2022,Spring 2022,Law,Bachelor ,National,Male,148
2021-2022,Spring 2022,Law,Bachelor ,Non-national,Female,37
2021-2022,Spring 2022,Law,Bachelor ,Non-national,Male,13
2021-2022,Spring 2022,Medicine & Health Sciences,Bachelor ,National,Female,613
2021-2022,Spring 2022,Medicine & Health Sciences,Bachelor ,National,Male,150
2021-2022,Spring 2022,Medicine & Health Sciences,Bachelor ,Non-national,Female,77
2021-2022,Spring 2022,Medicine & Health Sciences,Bachelor ,Non-national,Male,11
2021-2022,Spring 2022,Science,Bachelor ,National,Female,"1,209"
2021-2022,Spring 2022,Science,Bachelor ,National,Male,107
2021-2022,Spring 2022,Science,Bachelor ,Non-national,Female,203
2021-2022,Spring 2022,Science,Bachelor ,Non-national,Male,58
2022-2023,Fall 2022,Agriculture & Veterinary Med.,Bachelor ,National,Female,442
2022-2023,Fall 2022,Agriculture & Veterinary Med.,Bachelor ,National,Male,32
2022-2023,Fall 2022,Agriculture & Veterinary Med.,Bachelor ,Non-national,Female,52
2022-2023,Fall 2022,Agriculture & Veterinary Med.,Bachelor ,Non-national,Male,17
2022-2023,Fall 2022,Business & Economics,Bachelor ,National,Female,"1,102"
2022-2023,Fall 2022,Business & Economics,Bachelor ,National,Male,298
2022-2023,Fall 2022,Business & Economics,Bachelor ,Non-national,Female,80
2022-2023,Fall 2022,Business & Economics,Bachelor ,Non-national,Male,79
2022-2023,Fall 2022,Education,Bachelor ,National,Female,381
2022-2023,Fall 2022,Education,Bachelor ,National,Male,7
2022-2023,Fall 2022,Education,Bachelor ,Non-national,Female,28
2022-2023,Fall 2022,Education,Bachelor ,Non-national,Male,2
2022-2023,Fall 2022,Engineering,Bachelor ,National,Female,"1,943"
2022-2023,Fall 2022,Engineering,Bachelor ,National,Male,"1,024"
2022-2023,Fall 2022,Engineering,Bachelor ,Non-national,Female,167
2022-2023,Fall 2022,Engineering,Bachelor ,Non-national,Male,210
2022-2023,Fall 2022,Humanities & Social Sciences,Bachelor ,National,Female,"2,226"
2022-2023,Fall 2022,Humanities & Social Sciences,Bachelor ,National,Male,329
2022-2023,Fall 2022,Humanities & Social Sciences,Bachelor ,Non-national,Female,133
2022-2023,Fall 2022,Humanities & Social Sciences,Bachelor ,Non-national,Male,41
2022-2023,Fall 2022,Information Technology,Bachelor ,National,Female,"1,236"
2022-2023,Fall 2022,Information Technology,Bachelor ,National,Male,642
2022-2023,Fall 2022,Information Technology,Bachelor ,Non-national,Female,66
2022-2023,Fall 2022,Information Technology,Bachelor ,Non-national,Male,126
2022-2023,Fall 2022,Law,Bachelor ,National,Female,432
2022-2023,Fall 2022,Law,Bachelor ,National,Male,143
2022-2023,Fall 2022,Law,Bachelor ,Non-national,Female,33
2022-2023,Fall 2022,Law,Bachelor ,Non-national,Male,12
2022-2023,Fall 2022,Medicine & Health Sciences,Bachelor ,National,Female,670
2022-2023,Fall 2022,Medicine & Health Sciences,Bachelor ,National,Male,134
2022-2023,Fall 2022,Medicine & Health Sciences,Bachelor ,Non-national,Female,77
2022-2023,Fall 2022,Medicine & Health Sciences,Bachelor ,Non-national,Male,16
2022-2023,Fall 2022,Science,Bachelor ,National,Female,"1,434"
2022-2023,Fall 2022,Science,Bachelor ,National,Male,91
2022-2023,Fall 2022,Science,Bachelor ,Non-national,Female,197
2022-2023,Fall 2022,Science,Bachelor ,Non-national,Male,50
2022-2023,Spring 2023,Agriculture & Veterinary Med.,Bachelor ,National,Female,394
2022-2023,Spring 2023,Agriculture & Veterinary Med.,Bachelor ,National,Male,31
2022-2023,Spring 2023,Agriculture & Veterinary Med.,Bachelor ,Non-national,Female,51
2022-2023,Spring 2023,Agriculture & Veterinary Med.,Bachelor ,Non-national,Male,17
2022-2023,Spring 2023,Business & Economics,Bachelor ,National,Female,"1,038"
2022-2023,Spring 2023,Business & Economics,Bachelor ,National,Male,301
2022-2023,Spring 2023,Business & Economics,Bachelor ,Non-national,Female,86
2022-2023,Spring 2023,Business & Economics,Bachelor ,Non-national,Male,73
2022-2023,Spring 2023,Education,Bachelor ,National,Female,356
2022-2023,Spring 2023,Education,Bachelor ,National,Male,19
2022-2023,Spring 2023,Education,Bachelor ,Non-national,Female,23
2022-2023,Spring 2023,Education,Bachelor ,Non-national,Male,2
2022-2023,Spring 2023,Engineering,Bachelor ,National,Female,"1,744"
2022-2023,Spring 2023,Engineering,Bachelor ,National,Male,"1,156"
2022-2023,Spring 2023,Engineering,Bachelor ,Non-national,Female,165
